id,timestamp,headway_s
1,0.6666519823788546,
2,2.333281938325991,1.6666299559471365
3,3.3332599118942734,0.9999779735682823
4,4.99988986784141,1.6666299559471365
5,5.333215859030837,0.33332599118942685
6,5.333215859030837,0.0
5,5.533211453744493,0.19999559471365647
7,5.6665418502202645,0.13333039647577127
8,5.6665418502202645,0.0
9,5.999867841409692,0.33332599118942774
11,6.333193832599119,0.33332599118942685
10,6.333193832599119,0.0
12,6.666519823788547,0.33332599118942774
13,7.333171806167401,0.6666519823788546
14,7.333171806167401,0.0
13,7.433169603524229,0.09999779735682779
15,7.666497797356828,0.23332819383259906
16,7.666497797356828,0.0
17,11.999735682819384,4.333237885462556
18,11.999735682819384,0.0
19,11.999735682819384,0.0
23,12.33306167400881,0.33332599118942596
22,12.33306167400881,0.0
20,12.33306167400881,0.0
21,12.33306167400881,0.0
24,12.666387665198238,0.33332599118942774
25,12.999713656387666,0.33332599118942774
28,13.333039647577094,0.33332599118942774
29,13.333039647577094,0.0
30,13.66636563876652,0.33332599118942596
31,13.66636563876652,0.0
33,15.332995594713656,1.666629955947137
35,18.332929515418503,2.999933920704846
36,18.66625550660793,0.33332599118942596
37,18.999581497797358,0.3333259911894295
38,19.332907488986784,0.33332599118942596
39,22.666167400881058,3.333259911894274
40,22.999493392070484,0.33332599118942596
41,23.99947136563877,0.999977973568285
42,27.33273127753304,3.3332599118942703
43,36.99918502202643,9.666453744493392
44,38.999140969162994,1.9999559471365629
45,43.999030837004405,4.999889867841411
